careerjunction_za_courses,careerjunction_za_employer_names,careerjunction_za_future_jobtitles,careerjunction_za_historical_jobtitles,careerjunction_za_primary_jobtitle,careerjunction_za_recent_jobtitles,careerjunction_za_skills,num_skills,num_past_jobs
['BSc Computer Science + Math'],"[u'COJ', u'Izazi Solutions', u'Sappi', u'Standard Bank', u'Telkom']",[],"['SAP ABAP Consultant', 'SAP ABAP Developer', 'SAP Developer']",8,"['SAP ABAP Consultant', 'SAP ABAP Consultant']","['SAP ABAP / Workflow', 'optimization', 'BAPI', 'DIALOG programming', 'workflow', 'PPF', 'interfaces', 'development', 'BADI', 'BS', 'CO', 'MM', 'FI', 'SD', 'PS', 'RETAIL']",0.06751054852320675,0.12
"['Project Management Professional', 'Bachelor Of Technology: Information Technology', 'Matric Exemption']","[u'ABSA Bank', u'Alexander Forbes', u'ATM Solutions', u'Bancabc', u'Outsourcing Business Solutions', u'PPH Firstrand Bank', u'Yellow DOG Software']",['Project Manager'],"['IT Project Manager', 'Project Manager', 'Project Manager Team Leader Software Developer', 'Software Engineer']",727,"['Project Manager', 'IT Project Manager']","['SDCL', 'Waterfall', 'Agile']",0.012658227848101264,0.16
"['Fundamentals Of Project Management', 'Web Design', 'Fundamentals Of Html Programming', 'Wholesale Tourism', 'Cotac 1', 'Matric']","[u'Impact Incentives', u'Keith Kirsten Nursery', u'SAN Juan Spur', u'Spca Randburg', u'Tinky Tonks Restaurant', u'XO Africa Events CC.', u'XO Africa Safaris CC.', u'XO Africa Safaris-Inbound Incentive,Groups & FIT']","['Events Manager', 'Travel Manager', 'Incentive Manager', 'Travel Manager', 'Incentive Manager']","['World Cup Consultant DMC Consultant', 'Account Manager', 'National IT Support Manager and Process Analyst', 'Designer & IT Support Manager Marketing Co-Ordinat', 'Account Manager', 'Operations Assistant', 'Waitress', 'Front of House', 'Waitress', 'Voluntary Work']",631,"['Office Manager and Business Developer', 'Danone World Cup Consultant DMC Consultant']","['Project Management', 'Event Management', 'Outbount & Inbound Incentive Travel/Account Manage']",0.012658227848101264,0.4
"['Togaf', 'Microsoft Certified IT Professional: Business Intelligence Developer', 'National Diploma: Information Technology']","[u'Achievement Awards', u'International College Group', u'Sanlam Private Wealth', u'Shoprite']","['Solution Architect', 'Senior ETL Developer', 'Senior SQL Developer', 'Data Architect']",['MIS Analyst\\Developer'],481,"['Business Intelligence Developer', 'MIS Analyst']","['SSIS', 'Microsoft  SQL Server 2005', 'Crystal Reports', 'Microsoft  SQL Server 2008', 'SSRS', 'ProClarity •', 'E-Reports', 'InetSoft (Styles) •', 'Microsoft  SQL Server 2014', 'SDLC', 'Crystal Reports •', 'Business Objects', 'Architecture', 'Visual Studio .NET   o', 'HTML •', 'ASP .NET •', 'Visual C++  •', 'visio', 'JavaScript •', 'VBScript •', 'Cobol 85', 'VB6 •', 'vb .NET •']",0.0970464135021097,0.04
['Diploma in Computer Sciences'],[u'Digital River'],"['Team Lead', 'Developer', 'Front-End Developer', 'Java Developer', 'Software Engineer', 'Web Developer', 'Manager IT']",[],355,[],"['user experience', 'mobile design', 'consultancy', 'project planning', 'e-commerce', 'hosting management', 'project management', 'database integration', 'training', 'web project management', 'CMS deployment', 'team leadership', 'visual design', 'UX development', 'PHP', 'Git', 'JavaScript', 'Saas', 'Splash', 'boostrap', 'HTML', 'JSP', 'XML', 'foundation', 'Node JS', 'XSLT', 'XHTML', 'CSS', 'jQuery', 'enthusiasm', 'dedicated', 'strong desire to succeed', 'self-starter', 'communication', 'dependable', 'Motivated', 'Focus', 'trustworthy', 'web analytics']",0.16455696202531644,0.0
['B.Sc'],"[u'Arivia.Kom', u'University of The Witwatersrand']",[],[],262,['Research Assistant'],"['HTML', 'Delphi', 'SQL', 'C', 'Java']",0.02109704641350211,0.0
"['Microsoft Dynamics CRM 2011 Customization and Configuration', 'Microsoft Dynamics CRM 2011 Reporting']","[u'Smollan Group', u'Tracker Connect']",['Dynamics CRM Developer'],[],165,['as400 Operator'],"['Visual Studio', 'Microsoft office', 'AS400', 'CRM Dynamics', 'rpg', 'ssrs', 'javascript', 'html', 'C# development', 'ssis', 'crm dynamics customization', 'sql', 'objective c', 'java']",0.0590717299578059,0.0
"['National Senior Certificate', 'Grade 10']","[u'RCS', u'The Foschini Retail Group', u'University of The Western Cape', u'Western Cape Signs']",['Administrator'],['Customer Services Agent'],257,"['IT Helpdesk Agent', 'Senior Administrative Officer']","['Vision', 'Chrome', 'Torch', 'Alpha +', 'CasMate Pro', 'Citrix', 'Vision2.0', 'Vision plus', 'Corel Draw x17', 'Firefox', 'MS Office', 'Computer Skills', 'Customer Services', 'Admin', 'Inbound Call Centre', 'Marketing']",0.06751054852320675,0.04
"['Msce And A+', 'Entrepreneurship', 'Information Communication Technology']","[u'EOH Mthombo', u'Jita Kingdom', u'Speedmaster Printers & Stationers CC']",['Service Desk Technician'],[],449,"['Sales Representative', 'Business Developer Sales Rep']","['CA Call logging', 'Training', 'Troubleshooting', 'Hardware Insallation', 'Software Installation']",0.02109704641350211,0.0
"['B.Sc. Applied Mathematics and Computer Science', 'Senior Certificate']","[u'Barone Budge & Dominick', u'Electronic ART Display', u'Labournet']",['Java Developer'],[],501,"['Software Developer', 'Student Assistant']","['java', 'eclipse', 'SQL', 'Git', 'agile', 'XML', 'IntelliJ', 'Java EE', 'EJB', 'Maven', 'RestFul Services', 'SOAP Services', 'Oracle WebLogic Portal', 'Oracle PL/SQL', 'swing', 'vaadin', 'HTML', 'AngularJS', 'CSS', 'JavaScript', 'Spring', 'C++', 'XSD', 'jpa', 'C#']",0.10548523206751054,0.0
"['Ditp2 - Diploma In Information Technology', 'Cpce: Certificate In Computer Engineering', 'Senior Certificate']","[u'Africa Media Online', u'Cube Technologies', u'Kidz Corner, 3 Oaks PRE Primary', u'KWA Madwala Private Game Reserve', u'Softlight Media']","['I.T Engineer', 'Graphic Designer', 'Sales']","['JNR Software Developer', 'Graphic Designer']",440,"['Videographer Photography Editor', 'I.T Administrator']","['Adobe Photoshop', 'N+', 'A+', 'HTML', 'CSS', 'Adobe Flash', 'Adobe Dreamweaver', 'Joomla', 'Wordpress', 'Adobe Illustrator', 'Corel Draw', 'Other CMS', 'Adobe Indesign', 'Javascript', 'PHP', 'jquery', 'Adobe Encore', 'Adobe Premiere Pro', 'Mcad/Mcsd', 'Asp.Net', 'Vb.Net', 'Sql Server', 'Wincc', 'Pcs7', 'Orsi']",0.10548523206751054,0.08
"['Multimedia', 'NCS']","[u'EOH Mthombo', u'Techsprung']","['SAP ABAP Developer', 'SAP ABAP Consultant']",[],775,['JNR Software Developer'],"['Java Script', 'VB', 'Java', 'Asp.Net', 'Css', 'Php', 'SAP Netweaver', 'SAPUI5', 'VB .NET', 'C#', 'Sapui5', 'WordPress', 'Html5', 'CSS3', 'PHP Asp .NET C#', 'ABAP', 'Communication', 'Teamwork', 'Problem Solving', 'Technical skills', 'MVC', 'Adobe Flash', 'Adobe Photo Shop', 'Adobe Audition', 'Adobe Dreamweaver', 'Adobe after Effects']",0.10970464135021096,0.0
"['Strategic Leadership Development Programme', 'Senior Certificate']","[u'Affiliated Medical Administrators', u'Casey Software & Development', u'Domingo Upholsterers', u'Nedbank', u'Netnovation Technology', u'Olivetti', u'PIN Point Software', u'Vytill Technology']",[],"['Managing Director', 'Systems Analyst Project Leader', 'Senior Developer Project Leader Systems Analyst', 'Project Leader', 'Clerk']",909,"['Managing Director', 'Managing Director']","['Service Level Measurement', 'Root Cause Analysis', 'Problem Management', 'Service Level Management', 'Team Management And Leadership', 'Strategic Planning/ 3 Year Road Map', 'Systems Analysis And Design', 'Coach', 'Budgets And Finanacial Management', 'Contract Negotiations', 'Coaching', 'Programming In Cobol, Flexgen, Vb And Delphi']",0.050632911392405056,0.2
"['Bsc(Hons) Advanced Mathematics Of Finance(Hybrid Computer Science)', 'Bsc(Hons) Applied Mathematics', 'Bsc Applied Mathematics']","[u'Johannesburg Stock Exchange (Jse)', u'Liberty Life(Libfin)', u'Rand Merchant Bank']","['Quantitative Analyst', 'Quantitative Developer', 'Market Risk Manager', 'Market Risk Analyst', 'Credit Risk Analyst', 'System Developer', 'Java Developer']",[],770,"['Quantitative Analyst and Risk Manager', 'Software Developer']","['Java EE framework', 'Matlab', 'Java', 'Microsoft Office', 'Programming', 'SQL', 'Python', 'C++']",0.03375527426160337,0.0
"['Certificate', 'National Diploma: Information Technology']","[u'Nedbank', u'Practice Management Consulting']",[],[],170,['Software Developer'],"['Visual Basic 6', 'Html']",0.008438818565400843,0.0
"['Adabas Fundamentals', 'Business Process And Information Analysis', 'Practical Software Testing', 'Bcom (Bbusmm)', 'Entry Level Professional Programmer']","[u'3fifteen', u'Accenture', u'Avanade', u'Fedgroup', u'Private Property Listings', u'Self', u'South African Weather Services']","['Systems Analyst', 'Systems Developer']","['Senior Developer', 'Software Architect', 'Analyst Programmer', 'Web Systems Developer', 'Web Developer', 'Developer']",879,"['Systems Analyst', 'Senior Analyst Programmer']","['Angular2', '.NetCore', 'OctopusDeploy', 'C#', 'Xml/Xslt', 'Classic Asp', 'Vb.Net', 'Technical Release Notes', 'Functional Release Notes', 'Application Design And Architecture', 'MS SQL Server 2005', 'Vb6 Application Development', 'MS SQL Server 2008', 'UML', 'Technical Specification Documents', 'Peer Reviews', 'Software Ag Entirex', 'MS Visual SourceSafe 2005', 'Helpdesk Support', 'Perl', 'Client/Server Application Performance Optimization', 'J2ee (Jsp/Servlets/Javabeans/Struts)', 'WML', 'Teamcity', 'TDD', 'regex', 'Asp.Net', 'SQL', 'Git', 'Web API 2', 'Entity Framework', 'MSMQ', 'design patterns', 'c#', 'Winforms', 'Sql Server Integration Services', 'Sql Reporting Services', 'Wcf 4.0', 'Apache Tomcat 5', 'Linux (Redhat)', 'Ibm Websphere Application Server Express', 'Fluent Nhibernate', 'PHP', 'Cobol', 'Ibm Db2', 'MS Team Foundation Server 2010', 'Devexpress Ui Controls', 'Sql Lite', 'Jetbrains Resharper Plugin', 'Wpf 4.0', 'Microsoft Dynamics Crm 2011', 'perl', 'SignalR', 'React Native', 'python', 'MongoDB']",0.2362869198312236,0.24
"['B.Sc Computer Science', 'Senior Certificate']","[u'ABSA Bank', u'Boxmore Plastics International']",['Front-end developer'],[],355,"['Absa Graduate', 'Laboratory Technician']","['HTML', 'Xslt', 'CSS', 'Javascript', 'Microsoft Outlook', 'Microsoft Excel', 'Microsoft Powerpoint', 'Microsoft Word', 'Windows Xp', 'XML', 'Windows 7', 'C Programming', 'Java', 'C++ Programming']",0.0590717299578059,0.0
"['Oracle Database 11g Data Warehousing Certified Implementation Specialist', 'Course In Business Analysis', 'Oracle Certification Professional', 'Sql Server 2005 Analysis Server', 'Designing An Analysis Solution Architecture Using Sql Server', 'Designing Etl Solution Architecture Using Sql Server', 'Impl And Maintaining Sql Server 2005 Integration Services', 'Impl And Maintaining Sql Server 2005 Analysis Services', 'Impl And Maintaining Sql Server Reporting Services', 'Sql Server 2005', 'Microsoft Office Sharepoint Server 2007', 'Oracle 11g: New Features For Administrators', 'Oracle 11g: Administration Workshop Ed1', 'Oracle 11g: Administration Workshop Ed2', 'IT', 'Senior Certificate']","[u'Department of Labour', u'Discovery Health', u'PBT', u'Telkom']","['PLSQL / ETL oracle developer', 'System Analyst', 'Senior Oracle Consultant', 'Senior Oracle Developer', 'System Analyst']","['PL SQL Developer IT Consultant', 'ETL Oracle Developer']",918,"['Senior PLSQL Developer', 'PL SQL Developer']","['APEX', 'PLSQL', 'ORACLE', 'OBIEE', 'Java', 'Unix', 'Sql Server', 'Business Objects', 'Ab Nitio', 'Sql Server 2005', 'J Developer']",0.04641350210970464,0.08
['Information Technology'],"[u'Fihrst Management Services (Division of Aforbes)', u'Mike Lewin & Associates', u'Qdata Consulting']",[],[],877,"['VB Database Developer', 'Helpdesk']","['Sql Server 97, 2000', 'Visual Basic', 'OO', 'UML', 'Com+', 'Windows 2000', 'Microsoft Office', 'Delphi 6, 7', '.Net', 'Turbo Pascal 3 And Up', 'XML', 'Borland C++', 'Oracle Pl/Sql']",0.05485232067510548,0.0
"['Mcsd.Net', 'Grade 12']","[u'Kalahari.Com', u'New Horizons Cape Town Learning Center', u'Plan-It Information Technology', u'Shell', u'Vivo Energy']",['Software Developer'],"['Developer', 'Trainer Developer']",265,"['Developer', 'Developer']","['Javascript', 'C#', 'Asp.Net', 'HTML', '.Net', 'MS SQL Server', 'Jquery', 'MVC', 'Mentoring']",0.03797468354430379,0.08
"['Ocp Internet Application Developer, Oracle Forms6', 'Bsc Honours In Computer Science', 'Bsc Degree']","[u'Eskom', u'Standard Coporate Merchant Bank']",[],[],651,['Oracle Developer'],"['Oracle Forms/Reports, Pl/Sql', 'Java', 'Unix']",0.012658227848101264,0.0
"['A+', 'National Diploma Computer Systems', 'Matric']","[u'Bison Computers', u'Gijima AST / Columbus Stainless Steel', u'Health Advantage Practice Management', u'Raiden Business Services', u'Sybase / Standard Bank', u'Valuetech']",[],"['Senior PC Technician', 'PC Technician', 'PC Technician']",262,"['Programmer', 'Programmer']","['C++', 'MS Software/Operating systems', 'Ibm Mq Series', 'Networking', 'Pc Hardware Skills', 'Visual Basic']",0.025316455696202528,0.12
['Nd:Information Technology'],"[u'Business Connexion', u'JD Group', u'WEB Design']",[],[],1075,"['Senior Web Developer', 'Junior Developer']","['Microsoft Office Suite', 'Microsoft Visual Studio 2003', 'Micsroft Visual Studio 2005', 'Sql, Scripting And Stored Procedures', 'Microsoft Sql Server 2000/2005', 'Vb.Net', 'Ajax', 'Asp.Net 1.0/1.1', 'Asp.Net 2.0', 'Object Oriented Programming (Oop)', 'Microsoft Patterns And Practices', 'Javascript', 'VB6', 'C#', 'Microsoft Expression Studio', 'Web Services (Xml)', 'Micsroft Visual Studio 2008', 'Windows Mobile Development 5.0/6.0', 'Microsft Reporting Services', 'Crystal Reports', 'Microsoft Visual Studio 2008', 'Microsoft Sharepoint', 'Silverlight', 'Windows Active Directory']",0.10126582278481011,0.0
"['B.Tech:  Computer Systems Engineering', 'National Diploma: Computer Systems Engineering', 'Senior Certificate']","[u'Blue Bison IT Solutions (Mogale City Local Municipality)', u'ITB (Multichoice)', u'Lightway Business Solutions', u'Vaal University of Technology']",['BI Developer'],"['Lab. Assistant', 'Software Engineering Intern']",136,"['Junior Business Intelligence', 'Tier 1 IT Desktop Technician']","['team leader', 'communication', 'organizing', 'T-SQL', 'BI', 'SSIS', 'SSRS', 'UML', 'SQL', 'Data Modelling', 'Tableau', 'C#', 'Architecture', 'JAVA']",0.0590717299578059,0.08
"['B Com Business Management', 'Matric']","[u'Mediavision Interactive', u'Nedbank']",[],[],155,['Nedbank Teller'],"['Microsoft Word', 'Microsoft Excel', 'HTML', 'Java Script', 'Vb Script', 'Microsoft Access', 'Microsoft Powerpoint', 'Asp.Net', 'C# Programming', 'Photoshop', 'Dreamweaver', 'Flash', 'Fireworks', 'Freehand']",0.0590717299578059,0.0
"['Masters In Research', 'Management Development Programme', 'Financial Management', 'Industrial Relations', 'Ndp', 'Basic And Advanced Gerontology', 'Computer Literacy', 'Community Development', 'Honours In Social Science', 'Bachelors Degree In Social Work', '6 Subjects']","[u'Dept. of Welfare & Pensions', u'South African Council for The Aged', u'Telkom', u'University of Natal']",[],"['Communications Officer', 'Schools Liaison Officer', 'Senior Community Developer', 'Social Worker', 'Research Worker']",222,"['National Manager', 'Regional Manager']","['Csi Management', 'Microsoft', 'Email', 'Microsoft Excel']",0.016877637130801686,0.2
"['Computer Engineering', 'Computer Graphics & Animation(3d)']","[u'Aquidneck Consulting', u'Eclipse Holdings', u'Global Internet Access', u'Mweb Business', u'Mweb Home', u'SAB Miller', u'Shoprite Checkers', u'UCS Solutions', u'UK Department for Transport', u'Usko Communications', u'ZAP Technology']","['Business Intelligence Developer', 'Technical Manager']","['Systems Analyst DBA', 'Systems Analyst DBA', 'Systems Developer', 'Technical Architect', 'Principal Microsoft Consultant', 'Microsoft Team Leader', 'Systems Administrator', 'Support Technician']",247,"['Independent Contractor', 'BI Technical Consultant']","['Microsoft Windows Server Nt / 2000 / 2003 / 2008', 'Microsoft Windows Client 95 / 98 / Me / Xp / Vista', 'Microsoft Internet Information Server 3 / 4 / 5 /', 'Microsoft Active Directory', 'High Availability Clustering & Load Balancing', 'Microsoft Sql Server 2005 (Rdb, Ssas, Ssis, Ssrs)', 'Tsql', 'Microsoft Exchange 2007 (Corporate And Hosted)', 'MDX', 'Asp.Net Framework 2.0', 'Proclarity 6.3', 'Microsoft Sql Server 6.5 / 7.0 / 2000', 'Microsoft Exchange 2000, 2003', 'Pci Dss Security Standard', 'Microsoft Isa Server 2004 / 2006', 'Microsoft Sharepoint Moss / Wss / Server', 'Microsoft Sql Server 2008']",0.07172995780590717,0.32
"['Multimedia', 'Bachelor']","[u'Envision IT Solution (Sister Concern of Microsys C', u'Graphics International', u'MAC Advertising', u'Microsys Communication']",[],['Graphic Designer'],380,"['Web Designer', 'Web-Designer Developer']",['Multimedia'],0.004219409282700422,0.04
"['Honours Degree In Computer Science', 'Bachelors Degree In Mathematical Sciences With Fin']","[u'AC Nielsen', u'Barclays Africa - Customer Value Management', u'Business Edge Systems', u'Liberty Life - Personal Benefits Systems', u'Nedcor (Capital ONE Alliance)- Personal Loans', u'PIC Solutions', u'Rand Afrikaans Univ - Computer Science Department']",[],"['Software Developer', 'Informatics Tutor', 'Bursary Student', 'Researcher']",220,"['Performance Management Analyst', 'Analyst']","['Microsoft Excel', 'Sas Enterprise Edition', 'Triad V5, V8 – Triad', 'MS Visio', 'MS Project', 'Teradata Sql', 'Sql Server 2000']",0.02953586497890295,0.16
"['Mcpd', 'Senior Certificate']",[u'Business Advisory Service'],"['junior C# developer', 'front-end web developer', 'front-end web developer']",[],1172,[],"['Java', 'WPF', 'Windows Forms', 'XML', 'Html, Css, Javascript', 'Visual C#']",0.025316455696202528,0.0
"['Bsc.Computer Science And Statistics', 'Senior Certificate']","[u'43plc.Com (Niche Communications)', u'4DI Digital Security', u'Business Data Solutions', u'Foschinidata', u'Impression Works', u'Kewlnextgen Project at UWC', u'Personera', u'Sharpspring', u'University The Western Cape, ICS Department', u'Vosto', u'White Wall WEB']",['Senior Developer'],"['Lead Deveoper', 'Senior Developer', 'Team Leader', 'Open Source Web Developer', 'Lead Programer', 'Programmer', 'Intern', 'Senior Lab Administrator']",879,"['Senior Developer Development Manager', 'Senior Developer Lead Co-Founder']","['Full Stack Development', 'Development management', 'PHP', 'Problem Solving', 'Ruby', 'AWS', 'Communication And Interpersonal Skills', 'Jenkins', 'Nginx', 'Apache', 'Scrum', 'Microsoft Office', 'Mysql', 'Ubuntu', 'SQL', 'Symfony2', 'Solr', 'Golaith', 'Javascript', 'Docker', 'Google Cloud Services', 'Rails', 'Kubernetes', 'C++ (Varsity Exp.)', 'Andriod ( Java )', 'Python', 'Macromedia Dreamweaver Mx', 'Oracle Pl/Sql', 'Visual Basic .NET', 'Arthur Planning Administration', 'Perl (Varsity Exp.)', 'Macromedia Flash Mx']",0.1350210970464135,0.32
"['B.Sc. Information Technology', 'B.Sc. Information Technology', 'Matric']",[u'World of Home Tuition'],[],[],1151,['Tutor'],"['Programming In C++, Vb, Java, Php, Ml, Asp.', 'Web Development In Asp, Php, Perl, Linux']",0.008438818565400843,0.0
"['Senior Paralegal', 'Certificate', 'Diploma', 'Certificate', 'Senior Certificate']","[u'Construction', u'Lexis Nexis', u'Lutge,Magigaba INC', u'The Regent Group']",['Accounts Manager'],['Conveyancing Paralegal'],554,"['Indigo Property Developer Project Administration', 'Conveyancing Paralegal']","['Administrative Skills', 'Legal', 'management', 'Legal/ Project Management Software', 'Project Administration', 'Sales']",0.025316455696202528,0.04
"['ITIL Foundation', 'Brick Buy Brick Property Investment Course', 'Secrets Of An Auction Millionaire Course', 'The 10-10-10 Program Book Writing Program By Raymond Aaron', 'Scrum Master', 'Msc (It)', 'Manager As Coach', 'Situational Leadership', 'Senior Leadership Programme', 'Requirements Engineering Course', 'Modelling Business Processes Course', 'Business Analysis Essentials Course', 'Organisational Context Course', 'Presentation Skills Course', 'Business & Report Writing Course', 'Software Requirements Analysis & Specification', 'B Com (Hons)', 'B.Com']","[u'ABSA Bank', u'Bupa Hospitals (Uk)', u'CGI', u'Elsevier (Located in UK)', u'Groupm', u'IQ Business Group ( )', u'M&J Aspire Ltd', u'MTN', u'Mweb Commerce Zone ( )', u'Standard Bank (Corp & Investmnt Banking-Africa IT)', u'Standard Bank Group ( )', u'Thames Water (Uk)']","['Project Manager', 'Programme Manager', 'Business Analyses Manager', 'Programme Delivery Manager', 'Business Process Manager (Permanent)', 'Senior Business Analyst (Contractor)']","['Project Manager', 'Senior Business Analyst Contractor', 'Senior Business Analyst', 'Senior Business Analyst', 'Business Analyst', 'Process Specialist', 'Process Consultant Principal', 'Business Process Analyst', 'Project Assistant', 'Junior Business Analyst Web Developer']",729,"['Co-owner', 'Delivery Manager']","['Stakeholder Management', 'Project Management', 'Matrix Team Management', 'Vendor & Supplier Management', 'Risks Assumptions Issues and Dependencies (RAID / RIDA)', 'Solutions Implementation', '3rd Party Management', 'Requirements Management', 'AGILE', 'PRINCE2', 'Project Planning', 'Resource Management', 'MS Visio and ARIS Process Modeling', 'Documentation', 'Web Development', 'RALLY', 'People Management', 'Microsoft SharePoint', 'UML', 'User Training', 'Process Implementation', 'Cost Benefit Analysis', 'Why-Why /Cause And Effect /Process Quality Diagram', 'Critical Analysis / Boston Grid / Impact Analysis', 'Pestle / Most / Moscow / Catwoe', 'Presentation', 'Process Mapping To Bpmn Standard', 'Agile Software Development', 'Team Foundation Server / TFS', 'Uat/ System Demos', 'Mega Process Modeling', 'Ab Initio', 'MS Team Foundation Server (TFS)', 'Cost Estimation', 'JIRA', 'KYC AML and Sanctions', 'ARIS', 'ScrumMaster', 'Business Process Improvement', 'Quality Centre', 'Case Tool: Select/ Ssadm - Beginner', 'eTOM', 'ITIL', 'SOA']",0.18565400843881855,0.4
"['Ibm Certified Advanced System Administrator', 'Ibm Certified Advanced Application Developer', 'Information Technology', 'Matric']","[u'Nedcor', u'The Motor Finance Corporation (MFC)']",[],"['Lan Coordinator', 'Treasury Lan Administrator', 'Lan Administrator', 'y2k Rollout Team']",556,"['Lotus Notes Domino Administrator', 'Lan Administrator']","['Lotus Notes (Admin, Development, Client)', 'Microsoft Windows 2000/Xp', 'Solidus', 'Rightfax', 'Pabx Management']",0.02109704641350211,0.16
['Senior Certificate'],"[u'Sanlam', u'Sanlam Employee Benefits']",[],[],651,['Oracle Developer'],"['Oracle Forms 6i', 'Oracle Reports 6i', 'Oracle Sql Plus', 'Microfocus Cobol']",0.016877637130801686,0.0
['Bachelor Of Science Information Technology'],"[u""Ag's Distributors"", u'Blue Security', u'Hollywoodbets.Net', u'V-Tech Computers']","['C# Developer', '.NET Developer', 'SQL and C#']",['Head Technician'],882,"['Software Developer', 'IT Administrator']","['.net developer', 'C# Developer', 'SQL And C#', 'C#', 'C++', 'Turbo Pascal', 'Borland Delphi', 'SQL']",0.03375527426160337,0.04
"['Bachelor Of Business And Commerce Degree In Informatics', 'Microsoft Certified Technology Specialist (Sql Server 2008)', 'Diploma In Computer Programming']","[u'Afrosoft Zimbabwe', u'Investec', u'Tech-Com Solutions']",['Web Developer/Database Admin/Programmer'],[],1151,"['Training Training Room Attendant', 'Computer Programmer']","['Database and tools : Photoshop, MS Office, MS Access, MS SQL', 'Internet Proficiency', 'Operating Systems: Windows 2000/Xp/Vista /Windows 7', 'Database Sql', 'C/C++,Vb6']",0.02109704641350211,0.0
['Bcom Marketing Management (General Business Major)'],"[u'Black Bull (IN Association With Protea Hotel)', u'Booysen Stanbury TAX LAW Practitioners', u'Jonkershoek Fly-Fishing Academy', u'LA Croix DU SUD Holdings', u'ODE Enterprises & Management Contracting CC', u'Pals Clothing', u'Twice', u'Wild Side Surf Shop']","['Strategic / Project Manager', 'Financial Assistant Manager', 'Manager']","['Bar Tender and Part-Time Manager', 'Fly-Fishing Guide Instructor and Store Clerk', 'Farm Assistant', 'Marketing Management', 'Sales Clerk']",712,"['Business Developer', 'Strategic Business Consultant General Manager']","[""[U'General Administration', U'In-Depth Research And High-Level Reporting']"", 'Direct Selling', 'Investment And Retirement Profiling', 'Sales & Marketing, Business Consulting', 'Income Tax Consultancy', 'Forensic Auditing', 'Microsoft Aplications (Word, Excel, Powerpoint)', 'Staff Management']",0.03375527426160337,0.2
"['Bsc - Information Technology', 'High School']","[u'Barclays Capital', u'Hlb/Nga Business Risk Auditors']",[],[],1020,['Software Developer Consultant'],"['Visual Basic 6', 'SQL/MS SQL Server']",0.008438818565400843,0.0
"['M.S. Computer Science', 'B.Sc Computer Science And Mathematics']","[u'Ministry of Health & Social Welfare, Lesotho', u'Standard Bank']",[],['Software Programmer'],141,"['Siebel Developer', 'Hiv Mis Manager']","['C + +', 'Microsoft Excel', 'Crystal Reports', 'mis', 'Business Objects', 'Datawarehousing', 'Data Collection', 'gis', 'Data Mining', 'Html', 'Linux', 'Computer Networking', 'crm', 'Java', 'Javascript']",0.06329113924050632,0.04
"['Nd It', 'Matric']","[u'Glenwood Technology', u'Great Sun Motors', u'Telkom', u'United Pharmaceutical Distribution']","['Business Analyst', 'Programmer', 'Tester', 'Programmer', 'Tester']",['Assistant Manager'],714,"['Software Developer', 'Junior Web Designer']","['Functional Spec Sheet, Technical Spec Sheet', 'Php,Html,Sql,Unix,Proc,Javacript', 'Business Admin']",0.012658227848101264,0.04
"['It Diploma', 'MCSD', 'C++', 'Introduction To Visual Basic 6', 'School']","[u'Eclipse Networks Witbank Branch', u'Gold Star International Couriers (Uk)', u'Harrods (Uk)', u'Mi-Nett Data Management', u'Ovations Group', u'Springbok International Removals (Uk)', u'Standard Bank', u'Sybrin']",['Software Developer'],"['Software Developer Web Developer', 'JNR Software Developer', 'Courier', 'General Manager', 'General Manager', 'Asst Stockroom Manager Perfumery Department']",707,"['Software Developer', 'Software Developer']","['Ms Sql Server 2000 And Ms Sql Server 2005', 'Xml Webservice', 'Asp.Net', 'Vb.Net', 'MS T-SQL', 'Faxcore', 'Crystal Reports', 'C# Visual Studio 2005', 'MS Visual Basic 6', 'MS C++', 'MS Access 2003', 'MS Share point Portal Server']",0.050632911392405056,0.24
['National Diploma'],"[u'Arcelormittal', u'Distell', u'Engen Petroleum', u'Shoprite Checkers']",['SAP ABAP HR Developer'],['System Developer'],777,"['ABAP HR Developer', 'ABAP Developer']","['ABAP HR Development', 'ABAP (Core) Development']",0.008438818565400843,0.04
"['E-Design,Multimedia And Solution Developing']","[u'ARRIVEALIVE', u'Auto Trader', u'Chillies software', u'IRP Engineering Plastics']","['web developer', 'Web Designer']",['Junior Designer'],290,"['Content Manager', 'WEB DEVELOPER']","['illustrator', 'FIREWORKS', 'FLASH', 'Javascript', 'BOOTSTRAP', 'WORDPRESS', 'DREAMWEAVER', 'Jquery', 'PHOTOSHOP', 'mysql', 'Wordpress', 'SQL', 'PHP', 'Opencart', 'JOOMLA', 'HTML', 'XML', 'CSS', 'Codeigniter']",0.08016877637130801,0.04
"['Cobol Diploma', 'Matric Certificate']",[u'MIP'],"['SQL', 'Progress', 'Business analyst', 'document writer', 'Project manager', 'RPGLE', 'RPG programmer']",[],719,[],"['Rpg / Ile As400', 'As400 Qry, Operating System', 'HTML', 'Progress 4gl', 'Business Objects', 'Sql Server 2000', 'Javascript', 'Cascading Style Sheets']",0.03375527426160337,0.0
